path,label,raw_text,text
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error terminal\Error Samsung\20260614145156_999995.png,Error terminal,"< Información de la aplicación

    Alertas de emergencia inalámbricas
|        Instalada

Privacidad

Notificaciones
Permitido

Permisos
Dispositivos cercanos, Notificaciones y SMS

Eliminar permisos si no se usa

Predeterminados

Establecer como predeterminada
En esta aplicación

Uso

Datos móviles
No se han usado datos

Batería
Ninguna desde la última carga completa del dispositivo

Almacenamiento
274 KB usados en Almacenamiento interno",información de la aplicación alertas de emergencia instalada privacidad notificaciones permitido permisos dispositivos cercanos notificaciones eliminar permisos si no usa establecer como en esta aplicación uso datos móviles no han usado datos batería ninguna desde la última carga completa del dispositivo almacenamiento usados en almacenamiento interno
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\20260525210117_100185.png,Revisión circuito,"< Cuenta UU4/ d

<     Traspaso                            +0,01€
?                                                243€
Miércoles 8
< — Div.caixabank                     +2,42€
?                                                242€
Febrero
Martes 10
< QuotaT.Visa E-p               -1,08€
7                                                0,00€
< Ven.ac. Caixabank             +1,07€
?                                                 1,08€
< Iraspaso Propio              +0,01€
?                                                 0,01€
< » Iraspaso                            -0,01€
?                                                0,00€
< raspaso                            +0,01€
?                                                 0,01€

Diciembre 2025

Viernes 19",cuenta traspaso miércoles febrero martes caixabank propio diciembre viernes
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\Opciones de login\20260511084113_100168.png,Revisión circuito,"Iniciar sesión

Usuario

Contraseña

Opciones de Login

(?) Ayuda de acceso
G — Cajeros cercanos

5) — Accesibilidad",iniciar sesión usuario contraseña opciones de login ayuda de acceso cajeros cercanos accesibilidad
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Timeout\Caixa\20260430185548_100186.png,Timeout,,
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error terminal\20260607233127_100047.png,Error terminal,"MCA Entornos            Config.
INT
PRE
PRO
PRO_51_CLR
INT_NODE 1

NT_A      Actualización de software

|        IOS 26.5 está disponible para tu
PRE         ¡iPhone y ya se puede instalar.

PRE               Instalar ahora

PRO                 Maás tarde

RO                        Detalles
PRO_NODE_3
PRO_NODE_4
PRO_NODE_5
PRO_NODE_6

PRO_NODE_7

PRO_NODE_8",mca entornos int pre pro actualización de software ios está disponible para pre iphone puede instalar pre instalar ahora pro tarde detalles
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error funcional\Cartera\20260512121126_100105.png,Error funcional,"E

EXxpediente
01.3333297-69

2,24€

Valoración

Plusvalía          Rentabilidad
-0,17€               -2,328%

Ver detalles

Posiciones                Ordenes

No has realizado ninguna operación en los
últimos tres meses.

Ir a Mercados

NAmIrarin:             rr             Cnazaritrao

NM rartora                                                                                   Doreil",valoración plusvalía rentabilidad ver detalles posiciones ordenes no has realizado ninguna operación en los últimos tres meses mercados
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\Caixa login\20260513092836_100126.png,Revisión circuito,"JA CaixaBank                     =

Buenos diías,
Jorge

Cambiar de identificador

Contraseña

¿Has olvidado tus claves de acceso?

—

Acceder con Huella",caixabank buenos jorge cambiar de identificador contraseña has olvidado tus claves de acceso acceder con huella
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Cierre aplicación\20260607222822_100177.png,Cierre aplicación,"iº'__ 1')'11 U'r  rñv
= FE ¿.._f¡*  r¡:á“""   — r  'J '
ENE    *» NEZ hT ']

Es          E   +-.5!“""     1  -

.
—""&a.;:f T

j - E a)
— — _n — _NoDoO
— ___

_""'j F""'""—""'n—n'q_…_…_…_ñ
r                                                                     _

__

D                             h

:              :                                            E TA  .a.  A AR y Es 2NE

T                —                                              .   ANE        _  —  u | ""    Lf = 2 10

a                                                                                                                    D eA               *'3-¡           a                  hS

_             [                                                    4    113v..&.         ;¿| LLK'_     ?1_…¿_

""          —                                                   ] á_1i    -           pae  :u.h-_—_ :

r                                                        P s U  Wj *-_ ÍJ      e a    """"u_  ¡___)2…J1'_[T

r                                     — NE a

r                                          — — — _I!;¡'L —     '¡     %            .ºp-'º' —

uu  a              L']        Da               A =;:""º_' —""'_'—_'_f: *""-—__L'¿'3' ]11x     Ya 1          L:1 ""Í¡¡:f-

:r                                         —     —   |L.-_—_..=-g_-f;;4 L vl¿ ;l&| gf- =   _v (C-
D      =",ene es es
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\20260611173016_100031.png,Revisión circuito,"Identificador

—

¿Has olvidado tus claves de acceso?.

Aviso

¿Deseas que a partir de ahora este sea

tu usuario principal? Se eliminarán los

datos de acceso del usuario Jorge y se
guardarán los nuevos.

No                       SÍ",identificador has olvidado tus claves de acceso aviso deseas que partir de ahora este sea usuario principal los datos de acceso del usuario jorge los nuevos no
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error funcional\Cartera\20260512120151_100188.png,Error funcional,"(1

Expediente
01.3333297-69

2,24€

Valoración

Plusvalía        Rentabilidad
-0,17€                -2,98%

Ver detalles

0%

Posiciones                Ordenes

No has realizado ninguna operación en los
últimos tres meses.

Ir a Mercados

á Z a ""M XA

Mi cartera        Mercados          Buscar           Favoritos            Perfil",expediente valoración plusvalía rentabilidad ver detalles posiciones ordenes no has realizado ninguna operación en los últimos tres meses mercados cartera mercados buscar favoritos perfil
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\Nuevo usuario\20260504002036_100133.png,Revisión circuito,"Cambiar usuario

Introduce los datos del nuevo usuario

Aparecerá de forma predeterminada en la app y el usuario
**X**76 quedará desvinculado.

Usuario

568699                                                     N

¿No puedes entrar?

Entrar",cambiar usuario introduce los datos del nuevo usuario aparecerá de forma en la app el usuario quedará usuario no puedes entrar entrar
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\Transacciones\20260509225656_100133.png,Revisión circuito,"O           Innaginbank      E O

Mis cuentas

imagin
0,00€
Últimos movimientos                Mostrar más
Traspaso                -0,01€
10/02
NA Traspaso propio        +0,01€
NZ 10/02
Traspaso                -0,01€
17/12
e

Enviar Bizum            Mi resumen mensual             Mis recibos

Mis tarjetas                                                Mostrar todo

o

Inicio                 Disfruta                Operar               Contratar",mis cuentas últimos movimientos mostrar más traspaso traspaso propio traspaso enviar resumen mensual mis recibos mis tarjetas mostrar todo inicio disfruta operar contratar
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error funcional\Cartera\20260512091549_100169.png,Error funcional,"EXxpediente
01.3333297-69

>,24€

Valoración

Plusvalía       Rentabilidad
-0,17€            -2,28%

Ver detalles

00

Posiciones              Órdenes

No has realizado ninguna operación en los
últimos tres meses.

á -Z a M A

Mi cartera       Mercados          Buscar          Favoritos           Perfil",valoración plusvalía rentabilidad ver detalles posiciones órdenes no has realizado ninguna operación en los últimos tres meses cartera mercados buscar favoritos perfil
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error funcional\Cartera\20260512132821_100134.png,Error funcional,"ÚA                S

EXpediente
01.3333297-69

>,24€

Valoración

Plusvalía                Rentabilidad
-0,17€                    -2,28%

Ver detalles

00

Posiciones                     Ordenes

No has realizado ninguna operación en los últimos tres
meses.

Ir a Mercados

Mi cartera                  Mercación                     Euscar                                                            rerfil",expediente valoración plusvalía rentabilidad ver detalles posiciones ordenes no has realizado ninguna operación en los últimos tres meses mercados cartera
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error terminal\20260611230846_100047.png,Error terminal,"MCA Entornos            Config.
INT
PRE
PRO
PRO_51_CLR
INT_NODE 1
INT_NODE_2

PRE|
Actualización de software
PRE |         Ya se puede instalar ¡OS 26.5.

PRO_' Instalar ahora         Más tarde

PRO_NODE_2
PRO_NODE_3
PRO_NODE_4
PRO_NODE_5
PRO_NODE_6
PRO_NODE_7

PRO_NODE_8",mca entornos int pre pro pre actualización de software pre puede instalar pro instalar ahora más tarde
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error funcional\Cartera\20260512112650_100188.png,Error funcional,"(1

Expediente
01.3333297-69

2,24€

Valoración

Plusvalía        Rentabilidad
-0,17€                -2,98%

Ver detalles

0%

Posiciones                Ordenes

No has realizado ninguna operación en los
últimos tres meses.

Ir a Mercados

á Z a ""M XA

Mi cartera        Mercados          Buscar           Favoritos            Perfil",expediente valoración plusvalía rentabilidad ver detalles posiciones ordenes no has realizado ninguna operación en los últimos tres meses mercados cartera mercados buscar favoritos perfil
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\20260520041536_100149.png,Revisión circuito,"Aviso

¿Deseas que a partir de ahora este sea
tu usuario principal? Se eliminarán los
datos de acceso del usuario JORGE y se
guardarán los nuevos.

No             Si",aviso deseas que partir de ahora este sea usuario principal los datos de acceso del usuario jorge los nuevos no si
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\Transacciones\20260513222516_100111.png,Revisión circuito,"©                  Innagi nbank          PQ    ©

Mis cuentas

imagin

0,00€

Últimos movimientos                Mostrar más

Traspaso                               -0,01€
10/02

f%N Traspaso propio         +0,01€
R27 10/02

Traspaso                               -0,01€
17/12

00        >

Enviar Bizum             Mi resumen             Mis recibos
mensual

Invita a tus amigos

'Zf€=º     Descubre cuanto dinero te puedes
llevar por invitar tus amigos a imagin

Inicio                    Disfruta                   Operar                  Contratar",mis cuentas últimos movimientos mostrar más traspaso traspaso propio traspaso enviar resumen mis recibos mensual invita tus amigos descubre cuanto dinero puedes llevar por invitar tus amigos inicio disfruta operar contratar
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Timeout\Caixa\20260507124416_100186.png,Timeout,,
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\20260525162453_100168.png,Revisión circuito,"Cambiar usuario

Introduce los datos del nuevo

usuario

Aparecerá de forma predeterminada en la
app y el usuario ******726 quedará
desvinculado.

Usuario

568699                                       (N

¿No puedes entrar?

Entrar",cambiar usuario introduce los datos del nuevo usuario aparecerá de forma en la app el usuario quedará usuario no puedes entrar entrar
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\Caixa login\20260505112755_100126.png,Revisión circuito,"CaixaBank                     =

Buenos dias

Identificador

52174526528608

Contraseña

(N Indica tu contraseña

00    E    GIF    E    O    +    U
1    2    3    4    5    6    7   . 8    9    O
g w e r t y uÑ d op
a s d f g h j k ln
áy Z2 X Cc v b n M Y

?123              C)                                        _        >|

LA",caixabank buenos dias identificador contraseña indica contraseña gif la
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506054150_100172.png,Banner aplicación,"Actualiza la app

Esta versión de la app dejará de estar
disponible.

Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.

Gracias y disculpa las molestias.

Actualizar más tarde",actualiza la app esta versión de la app dejará de estar disponible por favor actualiza la app para seguir disfrutando de todas las nuevas funcionalidades mejoras de seguridad normativas gracias disculpa las molestias actualizar más tarde
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error terminal\Apple banner\20260508125117_100109.png,Error terminal,"Dispositivo añadido a
tu cuenta
Ahora un iPhone tiene acceso a
FaceTime. Si no reconoces este

dispositivo, lo puedes eliminar en
Ajustes.

Ajustes",dispositivo añadido cuenta ahora un iphone tiene acceso si no reconoces este dispositivo lo puedes eliminar en ajustes ajustes
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Timeout\20260524124726_100050.png,Timeout,,
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\20260529043253_100036.png,Revisión circuito,"CaixaBank                         =

Buenos días

Identificador

Contraseña

¿Has olvidado tus claves de acceso?

W                           Hacerme cliente                           X",caixabank buenos días identificador contraseña has olvidado tus claves de acceso hacerme cliente
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\20260531192752_100182.png,Revisión circuito,"CaixaBank                         =

Buenas tardes,
Jorge

Cambiar de identificador

Contraseña

¿Has olvidado tus claves de acceso?

__

Acceder con Huella",caixabank buenas tardes jorge cambiar de identificador contraseña has olvidado tus claves de acceso acceder con huella
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\20260607045809_100098.png,Revisión circuito,"I   CONFIG

INT

PRE

PRO

PRO_51_CLR

INT_NODE_-1

INT_NODE_2

PRE_NODE-1

PRE_NODE_2

PRO_NODE_1

PRO_NODE_2

PRO_NODE_3

PHPDAAN NI£IND ÑÁ",int pre pro
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\20260521142305_100109.png,Revisión circuito,"Inaginbank                          X

Importante

Al modificar el e-mail también se cambiará en la
base de datos de CalxaBank.

Este cambio puede afectar a otros servicios que
tengas contratados con la entidad.

,           Modificar           |",importante modificar el email también cambiará en la base de datos de este cambio puede afectar otros servicios que tengas contratados con la entidad modificar
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error aplicativo\20260506035529_100107.png,Error aplicativo,"E

EXxpediente
01.3333297-69

>,02€

Valoración

Plusvalía          Rentabilidad
-0,09€               -1,58%

Ver detalles

Posiciones                Ordenes

Se ha producido un error

NAmIrarin:             rr             Cnazaritrao                   e

NM rartora",valoración plusvalía rentabilidad ver detalles posiciones ordenes producido un error
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\20260607231721_100165.png,Revisión circuito,"N CaixaBank                        =

!
»:
._
H             N
1a                   J
*                  E

uenas noches

Identificador

Contraseña

¿Has olvidado tus claves de acceso?

Hacerme cliente",caixabank noches identificador contraseña has olvidado tus claves de acceso hacerme cliente
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\20260521190109_100122.png,Revisión circuito,"Inaginbank                          X

Importante

Al modificar el e-mail también se cambiara en la
base de datos de CaixaBank.

Este cambio puede afectar a otros servicios que
tengas contratados con la entidad.",importante modificar el email también cambiara en la base de datos de caixabank este cambio puede afectar otros servicios que tengas contratados con la entidad
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Timeout\Caixa\20260512121738_100050.png,Timeout,,
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\20260520043958_100133.png,Revisión circuito,"Buzón

[)?

Mi actividad

Configurar

=     E

Mis comunicados                   Mis contratos",buzón actividad configurar mis comunicados mis contratos
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\Caixa login\20260510225716_100165.png,Revisión circuito,"N CaixaBank                        =

!
»:
._
H             N
1a                   J
*                  E

uenas noches

Identificador

Contraseña

¿Has olvidado tus claves de acceso?

Hacerme cliente",caixabank noches identificador contraseña has olvidado tus claves de acceso hacerme cliente
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\20260606132037_100185.png,Revisión circuito,"<                                                    O
Cuenta *0047

Saldo total

0,00€

Datos de        Recibos         Enviar      Mostrar más

cuenta                                   dinero
Movimientos                          Próximos

Q Buscar movimientos

Abril
Sábado 11
Cuota Dia A Dia                  -2,43€
Í;                         0,00€  >
Jueves 9
<    Traspaso                        +0,01€

. 2",cuenta saldo total datos de recibos enviar mostrar más cuenta dinero movimientos próximos buscar movimientos abril sábado cuota dia dia jueves traspaso
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error terminal\Error Samsung\20260510201903_999995.png,Error terminal,"< Información de la aplicación

    Alertas de emergencia inalámbricas
|        Instalada

Privacidad

Notificaciones
Permitido

Permisos
Dispositivos cercanos, Notificaciones y SMS

Eliminar permisos si no se usa

Predeterminados

Establecer como predeterminada
En esta aplicación

Uso

Datos móviles
No se han usado datos

Batería
Ninguna desde la última carga completa del dispositivo

Almacenamiento
274 KB usados en Almacenamiento interno",información de la aplicación alertas de emergencia instalada privacidad notificaciones permitido permisos dispositivos cercanos notificaciones eliminar permisos si no usa establecer como en esta aplicación uso datos móviles no han usado datos batería ninguna desde la última carga completa del dispositivo almacenamiento usados en almacenamiento interno
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error terminal\Error Samsung\20260614151812_999995.png,Error terminal,"< Información de la aplicación

    Alertas de emergencia inalámbricas
|        Instalada

Privacidad

Notificaciones
Permitido

Permisos
Dispositivos cercanos, Notificaciones y SMS

Eliminar permisos si no se usa

Predeterminados

Establecer como predeterminada
En esta aplicación

Uso

Datos móviles
No se han usado datos

Batería
Ninguna desde la última carga completa del dispositivo

Almacenamiento
274 KB usados en Almacenamiento interno",información de la aplicación alertas de emergencia instalada privacidad notificaciones permitido permisos dispositivos cercanos notificaciones eliminar permisos si no usa establecer como en esta aplicación uso datos móviles no han usado datos batería ninguna desde la última carga completa del dispositivo almacenamiento usados en almacenamiento interno
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\20260607223530_100109.png,Revisión circuito,"2 º         sOS

Cuenta                    Configuración               Emergencias

O            O

Autorizaciones               También te puede
pendientes                          interesar

v       Consentimientos y derechos

      Política de privacidad

P — Sobrela app
€)       Ayuda

[]  Cerrar sesión",sos cuenta configuración emergencias autorizaciones también puede pendientes interesar derechos política de privacidad app ayuda cerrar sesión
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Cierre aplicación\20260605184918_100031.png,Cierre aplicación,"--

,_'-¿-:  44_4¿='¡¡
PNE EN
aa PA
—

.      -    —
-.-:- _ ""¡""Í_4v""(:sn  (a

+

Su

""n   ¡…jr  K.
a    7F|¿ o          r
— :JL:' .. E    2 E    'I
_..___.. 4_  E-lr_=,:_,pr

DTO

, ,
Ta      .¡-      -
5u""5¿7%.…'…._5 *r'.;*ry E
¡7'71  “'Jf   — D¿IUIF_F -*r— en
Ea aE m
A   AA —”E )  JJ
l':¡A ;.¿'_ P h'T'lu*' W—'í=:rv u1'
aE  =

;I'J="":£—A_:-í rf '_'¡u'n NE

E   p    a       AE

! 'Eo-,'rr',.“—¿—v¡3   f

a      De    _
EEO 550 M
E ¡¡á'…¿fs¡V._.¡f1    o o
_é'k¡_¿%í.o *=,r' E                  - nena a        _1     V1    -    n     , [[ Te
_1 ""'v¡í'—                      m            T 0.a            _n      i …j—…]   _     y      [ M
> A UIERULA       Da   —           —        E|    J      2 17    [
E b,     -                                               —                                    ""e          L

Hj N_A_—e—— La]
4 TT Y
r       - — __

F

—   $ Í    7  V'J_   t

FgO Err Eregia |

aD Te
|«

i  —                                     ur   L—.-f
—                _                                 l771""v!7ij r l<llll""f   H

- —   —                                                                     A  ""
. AA NA     -                                                                 . T¡ ]L.(1 H—“    [      N  Í'  -
- — AA A as AEEO                                                                               '   O

AEA                                                    1¡: TR Ú TRE   U.  1. ME
p o       -     R A A E                                                       T, r1    D,    —        l1.""1 E
TT A AA NA                                N W  T   lh             -
T a AA                                         p1          D .—""'.—.      1
A AA A A aA AA                                 “'r     a           -  + JA
H AA Ta a T EA                               í[  J| 1 ¿ 1y        i O

—   = _ — _      — o  — — — '   P   »                          y
D Z ZI IT a I as J                             L   Il  aE| l>   ECO
aa        as             ""          — AA aA                        Í      …—             ==
Es                     la)              —      E py a M a,                                      AE
— A                      , i E a DaD Pinirpira Dmto bripira D) ':?""¿ A                                 [r-f¿ r    [ - AEA en E T
u q       AA S **_._¡**""—':4_¿¡a_¿¡4*._j¡gj_;.¡“n                  Í¡            s_—'i' n .a 1
—                                     NAQ U SaT      a                   1¡ hJ           ,1:      A S
—           —                                — aA  A                             T Y T=
le               r                              ,          ANE EA            A  'h' ¿L='—d-1 '*1 *

e)     E                         9 n     E""1 oO 30 —“ÍÍ*'1N—Í';  ?+wiQx¿_""            l   -       5   _3  j —
—                                -   Lr    _          -  W""“4*< 4                         º5- .- ,      .N
-                      ._                                's
-",en en la un de nena la err tre eco es la dad en si sat
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\20260525134956_100109.png,Revisión circuito,"2 º         sOS

Cuenta                    Configuración               Emergencias

O            O

Autorizaciones               También te puede
pendientes                          interesar

v       Consentimientos y derechos

      Política de privacidad

P — Sobrela app
€)       Ayuda

[]  Cerrar sesión",sos cuenta configuración emergencias autorizaciones también puede pendientes interesar derechos política de privacidad app ayuda cerrar sesión
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\20260521172711_100122.png,Revisión circuito,"Inaginbank                          X

Importante

Al modificar el e-mail también se cambiará en la
base de datos de CaixaBank.

Este cambio puede afectar a otros servicios que
tengas contratados con la entidad.",importante modificar el email también cambiará en la base de datos de caixabank este cambio puede afectar otros servicios que tengas contratados con la entidad
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\Caixa login\20260506124944_100182.png,Revisión circuito,"CaixaBank                         =

Buenas tardes,
Jorge

Cambiar de identificador

Contraseña

¿Has olvidado tus claves de acceso?

Acceder con Huella",caixabank buenas tardes jorge cambiar de identificador contraseña has olvidado tus claves de acceso acceder con huella
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506092420_100171.png,Banner aplicación,"Actualiza la app

Esta versión de la app dejará de estar
disponible.

Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.

Gracias y disculpa las molestias.

Actualizar más tarde",actualiza la app esta versión de la app dejará de estar disponible por favor actualiza la app para seguir disfrutando de todas las nuevas funcionalidades mejoras de seguridad normativas gracias disculpa las molestias actualizar más tarde
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Timeout\Información vacía\20260502142121_100106.png,Timeout,"Enviar           Mostrar
dinero              más

Movimientos                           Próximos",enviar mostrar dinero más movimientos próximos
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\20260521204806_100165.png,Revisión circuito,"N CaixaBank                        =

!
»:
._
H             N
1a                   J
*                  E

uenas noches

Identificador

Contraseña

¿Has olvidado tus claves de acceso?

Hacerme cliente",caixabank noches identificador contraseña has olvidado tus claves de acceso hacerme cliente
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error terminal\20260531183659_100166.png,Error terminal,".  *º,¿
'v Ó 3

.m vm,_

¿- 'º de  .4%e¡ 'X

A'9t—'",
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\20260524064736_100148.png,Revisión circuito,"imagin

Hola Jorge

Contraseña

Opciones de Login

£ Cambiar usuario
(?) Ayuda de acceso
G — Cajeros cercanos

5) — Accesibilidad",hola jorge contraseña opciones de login cambiar usuario ayuda de acceso cajeros cercanos accesibilidad
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Cierre aplicación\20260613105256_100114.png,Cierre aplicación,"e

=== - AN

A a
—    ;;Ííf',t,
— —7

-     n         o    — aa  _   AN   r     N  A
a N                  0AA A º_::í;?:j¡¡;a¿;3w—  ».         HE       27 S

(r7r               0a     E     11_r-11 :Q-L':—  :“4—¿_ u   J'¡Qf;_—;_r-r[r's l  hl_£'í"" u  !F_1-f:=LE
OORE …?[-1 N

de ""41 -_ V'Ó-          L_f .        '.'E

'*?$t.¿º?' Z!1  ”J[ l:'  L       E_ ¡
_JC_¿€P¡""  ¿| '“tL      - _=¡;¡_:_'n*i
—  f*¿-º»¿¿—¿:tq—

.'*W ;,¿_::.;:                 Fa   *?'L    A

||3|        ji     u |_._.    Ne

—=—A.J ví;1   X 1  u —    ¿:_E'£,FJR

a                             ec

=   sa F J r.— £-.j""   —

— NA 5""""&j¡l 4   : 'J¡:.'AL—:FE —
— E   = _¡P'4__ +  J'  “  ¿—¿=r—'_ Fg-_.-.
=T a    ad j    —_—_———",
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error terminal\20260612214640_100192.png,Error terminal,"vie, 12 de junio

O a

Desliza para abrir",vie de junio desliza para abrir
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error aplicativo\20260501152458_100146.png,Error aplicativo,"%  CM                                  —

Sin conexión

Parece que no estás conectado a
Internet.
Revisa la configuración de redo
conéctate para poder acceder a la app.

Aceptar

Hacerme cliente",sin conexión parece que no estás conectado internet revisa la configuración de redo para poder acceder la app aceptar hacerme cliente
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Timeout\Rueda\20260509103345_100149.png,Timeout,"EXxpediente
01.3333297-69

>,20€

Valoración

Plusvalía       Rentabilidad
-0,15€            -2,03%

Ver detalles

00

Posiciones              Órdenes

á -Z a M X2

Mi cartera       Mercados          Buscar          Favoritos           Perfil",valoración plusvalía rentabilidad ver detalles posiciones órdenes cartera mercados buscar favoritos perfil
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\20260521175630_100133.png,Revisión circuito,"Buzón

[)?

Mi actividad

Configurar

=     E

Mis comunicados                   Mis contratos",buzón actividad configurar mis comunicados mis contratos
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Timeout\Puntos\20260513164312_100185.png,Timeout,"ººº

Conectando de forma segura",conectando de forma segura
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error terminal\Apple banner\20260507053723_100177.png,Error terminal,"Hola Jorge

Último acceso: Ayer a las 11:56h

¿Añhadir +34 618 127 596 a
¡Message y FaceTime?

Este número de teléfono se ha
asociado al ID de Apple “n3-
ismEnextret.net”.

No                          SÍ

¿No puedes entrar?",hola jorge último acceso ayer las message este número de teléfono asociado de apple no no puedes entrar
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error aplicativo\20260614041558_100111.png,Error aplicativo,"Cambiar úusuário

Introduceilos:datos del nuevo:usuario:

Aparecerá de forma predetermihada en la appvel

Usuario 26 quedará desvinculado.

Aviso

Aquí no duerme nadie x“:. Nos has pillado trabajando
de noche
Estamos realizando tareas de mantenimiento para
mejorar tu experiencia.
Vuelve como muy tarde a las 5:00 y estará todo listo.

Aceptar",cambiar del aparecerá de forma en la usuario quedará aviso aquí no duerme nadie nos has pillado trabajando de noche estamos realizando tareas de mantenimiento para mejorar experiencia vuelve como muy tarde las estará todo listo aceptar
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\20260614004049_100182.png,Revisión circuito,"CaixaBank                         =

Buenas noches,
Jorge

Cambiar de identificador

Contraseña

¿Has olvidado tus claves de acceso?

__

Acceder con Huella",caixabank buenas noches jorge cambiar de identificador contraseña has olvidado tus claves de acceso acceder con huella
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\20260521042919_100168.png,Revisión circuito,"Cambiar usuario

Introduce los datos del nuevo

usuario

Aparecerá de forma predeterminada en la
app y el usuario ******726 quedará
desvinculado.

Usuario

568699                                       (N

¿No puedes entrar?

Entrar",cambiar usuario introduce los datos del nuevo usuario aparecerá de forma en la app el usuario quedará usuario no puedes entrar entrar
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error terminal\20260611202848_100045.png,Error terminal,"MCA Entornos            Config.
INT
PRE
PRO
PRO_51_CLR
INT_NODE 1
INT_NODE_2

PRE|
Actualización de software
PRE |         Ya se puede instalar ¡OS 26.5.

PRO_' Instalar ahora         Más tarde

PRO_NODE_2
PRO_NODE_3
PRO_NODE_4
PRO_NODE_5
PRO_NODE_6
PRO_NODE_7

PRO_NODE_8",mca entornos int pre pro pre actualización de software pre puede instalar pro instalar ahora más tarde
